X_location,Layer
2002.7027027027027,1
1989.1891891891892,1
2241.891891891892,1
1371.6216216216217,1
1402.7027027027027,1
2218.9189189189187,1
1818.918918918919,1
2190.5405405405404,1
1193.2432432432433,1
1197.2972972972973,1
2054.054054054054,1
1190.5405405405406,1
2031.081081081081,1
1978.3783783783783,1
2177.027027027027,1
2106.7567567567567,1
2102.702702702703,1
2097.2972972972975,1
1202.7027027027027,1
1267.5675675675675,1
1262.162162162162,1
1248.6486486486488,1
1195.945945945946,1
2067.5675675675675,1
2066.2162162162163,1
2055.4054054054054,1
1400.0,1
1393.2432432432433,1
2066.2162162162163,1
1374.3243243243244,1
1371.6216216216217,1
2098.6486486486488,1
2164.864864864865,1
1466.2162162162163,1
1421.6216216216217,1
1339.1891891891892,1
1328.3783783783783,1
2121.6216216216217,1
2095.945945945946,1
1972.972972972973,1
1477.027027027027,1
1462.162162162162,1
1322.972972972973,1
1589.1891891891892,1
1475.6756756756756,1
1286.4864864864865,1
1220.2702702702702,1
712.1621621621622,1
2087.837837837838,1
1383.7837837837837,1
2136.4864864864867,1
1474.3243243243244,1
1222.972972972973,1
1478.3783783783783,1
1206.7567567567567,1
1472.972972972973,1
1356.7567567567569,1
1351.3513513513515,1
1985.1351351351352,1
1472.972972972973,1
2139.189189189189,1
2137.837837837838,1
2132.4324324324325,1
1286.4864864864865,1
2037.837837837838,1
1959.4594594594596,1
2012.162162162162,1
1309.4594594594594,1
1298.6486486486488,1
1294.5945945945946,1
1247.2972972972973,1
2070.2702702702704,1
1456.7567567567569,1
2043.2432432432433,1
1958.1081081081081,1
1954.0540540540542,1
1454.0540540540542,1
2121.6216216216217,1
2095.945945945946,1
2017.5675675675675,1
2075.675675675676,1
1305.4054054054054,1
1968.918918918919,1
1474.3243243243244,1
1444.5945945945946,1
2131.0810810810813,1
2055.4054054054054,1
2025.6756756756756,1
2025.6756756756756,1
2145.945945945946,1
2136.4864864864867,1
1448.6486486486488,1
1447.2972972972973,1
2179.7297297297296,1
1448.6486486486488,1
2562.162162162162,1
1994.5945945945946,1
1989.1891891891892,1
2482.4324324324325,1
1967.5675675675675,1
2005.4054054054054,1
2060.810810810811,1
2459.4594594594596,1
2441.891891891892,2
1216.2162162162163,2
1702.7027027027027,3
1693.2432432432433,3
1922.972972972973,3
1055.4054054054054,3
1539.1891891891892,3
1248.6486486486488,9
2401.3513513513512,9
2012.162162162162,9
2195.945945945946,9
2078.3783783783783,9
2351.3513513513512,12
1991.8918918918919,12
2209.4594594594596,13
2390.5405405405404,13
1900.0,14
2554.054054054054,15
1344.5945945945946,15
2320.2702702702704,18
2094.5945945945946,19
2100.0,21
2095.945945945946,21
2258.1081081081084,23
2259.4594594594596,23
551.3513513513514,23
1954.0540540540542,24
1970.2702702702702,24
1959.4594594594596,24
1587.837837837838,24
325.6756756756757,24
185.13513513513513,24
386.4864864864865,24
322.97297297297297,24
314.86486486486484,25
225.67567567567568,25
32.432432432432435,25
6.756756756756757,25
2525.675675675676,25
2502.702702702703,25
317.56756756756755,25
282.43243243243245,25
2528.3783783783783,25
2521.6216216216217,25
2514.864864864865,25
740.5405405405405,25
433.7837837837838,25
391.8918918918919,25
343.2432432432432,25
327.02702702702703,25
256.7567567567568,25
59.45945945945946,25
294.5945945945946,25
279.72972972972974,26
274.3243243243243,26
97.2972972972973,26
356.7567567567568,26
10.81081081081081,26
2541.891891891892,26
400.0,26
395.94594594594594,26
383.7837837837838,26
277.02702702702703,26
528.3783783783783,26
518.918918918919,26
270.27027027027026,26
2501.3513513513512,26
782.4324324324324,26
666.2162162162163,26
662.1621621621622,26
508.1081081081081,26
485.13513513513516,26
387.83783783783787,26
367.56756756756755,26
245.94594594594594,26
2485.135135135135,26
852.7027027027027,26
618.918918918919,26
612.1621621621622,26
833.7837837837837,26
786.4864864864865,26
606.7567567567568,26
563.5135135135135,26
558.1081081081081,26
512.1621621621622,26
497.2972972972973,26
400.0,26
1124.3243243243244,26
900.0,26
824.3243243243244,26
817.5675675675676,26
767.5675675675676,26
614.8648648648649,26
605.4054054054054,27
508.1081081081081,27
243.24324324324326,27
917.5675675675676,27
891.8918918918919,27
813.5135135135135,27
739.1891891891892,27
593.2432432432432,27
412.1621621621622,27
400.0,27
256.7567567567568,27
2522.972972972973,27
1227.027027027027,27
1404.0540540540542,27
1231.081081081081,27
937.8378378378378,27
591.8918918918919,27
587.8378378378378,27
1217.5675675675675,27
1204.0540540540542,27
568.918918918919,27
1401.3513513513515,27
1393.2432432432433,27
1383.7837837837837,27
1371.6216216216217,27
1278.3783783783783,27
1267.5675675675675,27
586.4864864864865,27
579.7297297297297,27
1387.837837837838,27
1135.1351351351352,27
595.9459459459459,27
1468.918918918919,27
1308.1081081081081,27
1268.918918918919,27
1167.5675675675675,28
804.0540540540541,28
1289.1891891891892,28
